text,is_antisemitic,prediction,original_index,ID,CreateDate,Username,description,keyword,original_text,error_type
We didn't go to the moon. The economy will crash and the dollar will be worthless so they hoard items to trade (but not useful items!). We will have a civil war. We will have to smuggle Jews during the ww3 like Corrie Ten Boom...I could go on.,0,0,760,1326400820087230464,2020-11-11 05:46:13+00:00,GOPBeCrazy,"The text mentions smuggling Jews during WW3 in reference to Corrie Ten Boom, who helped Jews escape Nazi persecution during WWII. This appears to be expressing concern for Jewish safety rather than expressing hatred toward Jews or employing antisemitic stereotypes.",Jews,@ToriGlass We didn't go to the moon. The economy will crash and the dollar will be worthless so they hoard items to trade (but not useful items!). We will have a civil war. We will have to smuggle Jews during the ww3 like Corrie Ten Boom...I could go on.,true_negative
"Seems kinda, i dunno, anti Semitic to insist Jews are a monolithic group that all support a white nationalist, apartheid endeavor in constant breach of international law. Probs insensitive to incite the final solution to national health care, ya big military welfare queens $4B/yr",1,1,1209,1232887804969078789,2020-02-27 04:38:53+00:00,Gnarlyheadache1,"The text contains antisemitic elements including characterizing Israel as 'a white nationalist, apartheid endeavor' which denies Jewish self-determination (guideline 2.1.7), and references to 'the final solution' which invokes Nazi terminology associated with the Holocaust. The text also employs stereotypical allegations about Jewish collective power regarding financial matters.",Jews,"Seems kinda, i dunno, anti Semitic to insist Jews are a monolithic group that all support a white nationalist, apartheid endeavor in constant breach of international law. Probs insensitive to incite the final solution to national health care, ya big military welfare queens $4B/yr",true_positive
"True, Hitler had very good numbers in his favour to torture Helpless Jews.",0,1,682,1295699028546588672,2020-08-18 12:28:15+00:00,sohailxyz,"The text endorses or justifies Hitler's persecution of Jews by describing it positively as having 'very good numbers in his favour' and characterizing Jews as 'Helpless.' This constitutes justification of Jewish suffering and endorsement of Nazi persecution, which falls under antisemitism according to the IHRA definition.",Jews,"@VJSWRITER True, Hitler had very good numbers in his favour to torture Helpless Jews.",false_positive
"Also don't forget that many older Jews feared the Iran deals effect on Israel, plus the fact that Mehdi drew the ""He voted for Iraq"" card when it's just you know.",0,0,750,1274066932182982659,2020-06-19 19:50:02+00:00,MattBoxer94,"The text discusses political opinions about Iran deals and voting records without making antisemitic allegations, stereotypes, or targeting Jews based on their Jewish identity. It mentions 'older Jews' in a neutral political context without employing negative characterizations or conspiracy theories about Jewish people.",Jews,"@stardales Also don't forget that many older Jews feared the Iran deals effect on Israel, plus the fact that Mehdi drew the ""He voted for Iraq"" card when it's just you know.",true_negative
RT : There are really people who will watch this video and still claim they don�t understand why Palestinians hate Israel.,0,0,1093,1294345658405498880,2020-08-14 18:50:27+00:00,nrssyaf,"The text expresses criticism of Israel and discusses Palestinian hatred toward Israel, but this constitutes criticism similar to that leveled against any other country. It does not contain antisemitic stereotypes, conspiracy theories about Jews, or other manifestations outlined in the IHRA definition.",Israel,RT @nooranhamdan: There are really people who will watch this video and still claim they don�t understand why Palestinians hate Israel.,true_negative
"as the people that own the us, uk, france, also own israel and i'm clearly not talking about presidents here",1,1,1114,1330784186592944129,2020-11-23 08:04:09+00:00,DanJ30617869,"The text makes mendacious allegations about Jewish power and control, suggesting Jews collectively 'own' multiple countries including the US, UK, France, and Israel. This fits the IHRA definition's example 2.1.2 of 'stereotypical allegations about Jews as such or the power of Jews as collective' and perpetuates the antisemitic myth of Jewish world conspiracy.",Israel,"@Shenaz10 as the people that own the us, uk, france, also own israel and i'm clearly not talking about presidents here",true_positive
"Regarding the “disloyal Jews” comment...\n\nJew here.\n\nDonnie, it appears you want my vote.\n\nJust a FYI, most of us will never vote for someone who puts people of ethnicity in camps, draws serial numbers on arms for ID and separates families.\n\nBeen there. Done that.\n\nFuckouttahere.",0,0,234,1164180680844173312,2019-08-21 14:21:18+00:00,smarkhenry23,"This text is written by a Jewish person criticizing someone (presumably Donald Trump) for policies they view as reminiscent of Holocaust-era persecution. The text does not express hatred toward Jews or employ antisemitic stereotypes, but rather represents a Jewish person's political opposition based on historical trauma and concerns about discriminatory policies.",Jews,"Regarding the “disloyal Jews” comment...\n\nJew here.\n\nDonnie, it appears you want my vote.\n\nJust a FYI, most of us will never vote for someone who puts people of ethnicity in camps, draws serial numbers on arms for ID and separates families.\n\nBeen there. Done that.\n\nFuckouttahere.",true_negative
"#BREAKING: #Bahrain will normalize ties with Israel, Bahrain Crown prince will be in DC Monday, officials confirm to me",0,0,176,1304467117950070785,2020-09-11 17:09:31+00:00,SMBhat6,"This text is a factual news report about Bahrain normalizing diplomatic ties with Israel. It contains no hatred toward Jews, antisemitic stereotypes, conspiracy theories, or other manifestations of antisemitism as defined by the IHRA guidelines.",Israel,"#BREAKING: #Bahrain will normalize ties with Israel, Bahrain Crown prince will be in DC Monday, officials confirm to me",true_negative
"You hate pedos because you hate kikes, you fucking anti semite.",0,1,1500,1165313203766796290,2019-08-24 17:21:32+00:00,JMMatthewsMedia,"The text contains the antisemitic slur 'kikes' which is a derogatory term for Jews, and explicitly calls someone an 'anti semite' in a hostile context. The use of this ethnic slur constitutes a manifestation of antisemitism as hatred expressed toward Jews through derogatory language.",Kikes,"You hate pedos because you hate kikes, you fucking anti semite.",false_positive
You know who has the luxury to not worry about security? Those who have it. It's a bit rich of American Jews to sit in America and tell Israel what it does &amp; doesn't need to survive.\n\nUnless you don't think we should survive at all.,0,1,657,1232766439427317760,2020-02-26 20:36:37+00:00,treehouseheroic,"The text makes stereotypical allegations about American Jews as a collective group, suggesting they have a privileged position and are disloyal to Israel's survival needs. This falls under IHRA guideline 2.1.2 regarding stereotypical allegations about Jews as a collective, and 2.1.6 about accusing Jewish citizens of disloyalty to Jewish interests.",Jews,You know who has the luxury to not worry about security? Those who have it. It's a bit rich of American Jews to sit in America and tell Israel what it does &amp; doesn't need to survive.\n\nUnless you don't think we should survive at all.,false_positive
when palestinians are constantly pushing out christians and literally banned all jews in gaza,0,0,1190,1235537545997496321,2020-03-05 12:08:00+00:00,queerzionut,"The text makes factual claims about Palestinian policies toward Christians and Jews in Gaza without employing antisemitic stereotypes, conspiracy theories, or hatred toward Jews. While it mentions restrictions on Jews, it does not express antisemitic sentiment but rather describes territorial/political policies.",Jews,@MoroccanIndex when palestinians are constantly pushing out christians and literally banned all jews in gaza,true_negative
"David, please don’t be offended, nothing wrong implied, is it okay to call Jews, Hebrews ? Please don’t be offended if I’m wrong",0,0,794,1277276631279767552,2020-06-28 16:24:14+00:00,skyblue56,"This text shows someone politely asking about appropriate terminology for referring to Jewish people, expressing concern about causing offense. There are no antisemitic stereotypes, hatred, or negative characterizations present - just a respectful inquiry about language usage.",Jews,"@Baddiel David, please don’t be offended, nothing wrong implied, is it okay to call Jews, Hebrews ? Please don’t be offended if I’m wrong",true_negative
RT : Iran�s Supreme Leader Ayatollah Ali Khamenei: Israel will not survive the next 25 years #covid1948,1,1,1053,1261016082216697856,2020-05-14 19:30:37+00:00,SeyedMorowat,"The text contains a threat against Israel's existence by stating 'Israel will not survive the next 25 years,' which denies the Jewish people their right to self-determination as outlined in IHRA guideline 2.1.7. The hashtag #covid1948 appears to reference Israel's founding year in a derogatory context.",Israel,RT @Mohammadamin_Pz: Iran�s Supreme Leader Ayatollah Ali Khamenei: Israel will not survive the next 25 years #covid1948,true_positive
The current �Jewish� community &amp; the original Hebrews are two different things. The modern white Jews are so far removed from Christ as God &amp; biblical truth. The biblical Hebrew�s non-white ethnicity is truth. Not correct about the melanin stuff &amp; them being �less� but still.,1,1,1379,1283833881276407808,2020-07-16 18:40:24+00:00,AChristServant1,"The text makes stereotypical allegations about Jews by claiming modern 'white Jews' are illegitimate and 'far removed from Christ as God & biblical truth,' while asserting that 'biblical Hebrews' had a different ethnicity. This promotes the antisemitic trope that contemporary Jews are not the 'real' Jews and delegitimizes the Jewish people's identity and connection to their heritage.",Jews,@NickCannon The current �Jewish� community &amp; the original Hebrews are two different things. The modern white Jews are so far removed from Christ as God &amp; biblical truth. The biblical Hebrew�s non-white ethnicity is truth. Not correct about the melanin stuff &amp; them being �less� but still.,true_positive
